stat,mbti,enneagram,role,movie,img_url
101 / 27  ,ENTJ,6w5,"Adrian Toomes ""Vulture""",   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/6822.png?=undefined
97 / 43  ,ENTJ,8w7,Ursula,   The Little Mermaid (1989),https://www.personality-database.com/profile_images/5865.png?=undefined
96 / 23  ,ENTJ,8w7,Snoke,   Star Wars,https://www.personality-database.com/profile_images/3848.png?=undefined
92 / 37  ,ENTJ,3w4,Lord Shen,   Kung Fu Panda (franchise),https://www.personality-database.com/profile_images/6513.png?=undefined
91 / 34  ,ENTJ,3w4,"Norman Osborn ""Green Goblin""",   The Spider-Man Trilogy,https://www.personality-database.com/profile_images/1083.png?=undefined
89 / 34  ,ENTJ,3w4,Miranda Priestly,   The Devil Wears Prada (2006),https://www.personality-database.com/profile_images/14712.png?=undefined
87 / 21  ,ENTJ,3w4,Thranduil,   The Hobbit,https://www.personality-database.com/profile_images/1769.png?=undefined
86 / 18  ,ENTJ,1w9,Odin,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/4334.png?=undefined
83 / 36  ,ENTJ,8w7,King Leonidas of Sparta,   300,https://www.personality-database.com/profile_images/29979.png?=undefined
82 / 22  ,ENTJ,8w7,"Johann Schmidt ""Red Skull""",   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/4286.png?=undefined
81 / 25  ,ENTJ,3w4,Orson Krennic,   Star Wars,https://www.personality-database.com/profile_images/4339.png?=undefined
80 / 36  ,ENTJ,8w7,Winston Wolf,   Pulp Fiction (1994),https://www.personality-database.com/profile_images/22024.png?=undefined
75 / 26  ,ENTJ,8w7,"Wilson Fisk ""Kingpin""",   Spider-Man: Into the Spider-Verse (2018),https://www.personality-database.com/profile_images/22944.png?=undefined
75 / 31  ,ENTJ,8w7,Shan Yu,   Mulan (1998),https://www.personality-database.com/profile_images/19154.png?=undefined
72 / 34  ,ENTJ,8w9,Zurg,   Toy Story (Franchise),https://www.personality-database.com/profile_images/20210.png?=undefined
71 / 25  ,ENTJ,3w4,Alexander Pierce,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/4335.png?=undefined
69 / 21  ,ENTJ,3w2,Aldrich Killian,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/4287.png?=undefined
69 / 31  ,ENTJ,8w7,Charles Muntz,   Up (2009),https://www.personality-database.com/profile_images/5730.png?=undefined
68 / 35  ,ENTJ,5w4,Trudi Fraser,   Once Upon a Time in Hollywood (2019),https://www.personality-database.com/profile_images/53319.png?=undefined
68 / 17  ,ENTJ,8w7,Shere Khan,   The Jungle Book (1967),https://www.personality-database.com/profile_images/2299.png?=undefined
65 / 15  ,ENTJ,3w4,Batman,   The Lego Movies,https://www.personality-database.com/profile_images/19640.png?=undefined
63 / 20  ,ENTJ,3w4,Saito,   Inception (2010),https://www.personality-database.com/profile_images/1112.png?=undefined
63 / 23  ,ENTJ,8w7,Shenzi,   The Lion King (1994),https://www.personality-database.com/profile_images/918.png?=undefined
58 / 27  ,ENTJ,3w4,Molly Davidson,   Booksmart (2019),https://www.personality-database.com/profile_images/37782.png?=undefined
57 / 17  ,ENTJ,6w5,Tulio,   The Road to El Dorado (2000),https://www.personality-database.com/profile_images/9542.png?=undefined
56 / 18  ,ENTJ,8w9,Imperator Furiosa,   Mad Max,https://www.personality-database.com/profile_images/11739.png?=undefined
56 / 10  ,ENTJ,1w2,Captain Amelia,   Treasure Planet (2002),https://www.personality-database.com/profile_images/5873.png?=undefined
56 / 17  ,ENTJ,3w4,"Jack Napier ""Joker""",   Batman (1989-1992),https://www.personality-database.com/profile_images/21999.png?=undefined
53 / 20  ,ENTJ,8w7,Mr. Big,   Zootopia (2016),https://www.personality-database.com/profile_images/15841.png?=undefined
53 / 16  ,ENTJ,8w7,Boss Baby,   Boss Baby (2017),https://www.personality-database.com/profile_images/39347.png?=undefined
53 / 16  ,ENTJ,8w7,Boss Baby,   Boss Baby (2017),https://www.personality-database.com/profile_images/39347.png?=undefined
52 / 30  ,ENTJ,8w7,Derek Vinyard,   American History X (1998),https://www.personality-database.com/profile_images/38083.png?=undefined
52 / 21  ,ENTJ,6w5,Gollum,   The Lord of the Rings,https://www.personality-database.com/profile_images/122170.png?=undefined
51 / 18  ,ENTJ,8w7,Norman Stansfield,   Léon: The Professional (1994),https://www.personality-database.com/profile_images/34387.png?=undefined
50 / 15  ,ENTJ,8w9,Angel Eyes,   The Dollars Trilogy,https://www.personality-database.com/profile_images/3369.png?=undefined
50 / 16  ,ENTJ,1w2,Winston,   John Wick,https://www.personality-database.com/profile_images/9973.png?=undefined
49 / 8  ,ENTJ,3w2,Tobias Beckett,   Star Wars,https://www.personality-database.com/profile_images/12224.png?=undefined
49 / 7  ,ENTJ,3w4,Pitch Black,   Rise of the Guardians (2012),https://www.personality-database.com/profile_images/12208.png?=undefined
49 / 17  ,ENTJ,8w7,Thomas Leroy,   Black Swan (2010),https://www.personality-database.com/profile_images/11345.png?=undefined
48 / 15  ,ENTJ,8w7,Eric,   Divergent,https://www.personality-database.com/profile_images/2131.png?=undefined
48 / 16  ,ENTJ,3w2,Prince Humperdinck,   The Princess Bride (1987),https://www.personality-database.com/profile_images/1093.png?=undefined
48 / 14  ,ENTJ,3w4,Percival Graves,   Fantastic Beasts,https://www.personality-database.com/profile_images/4634.png?=undefined
47 / 10  ,ENTJ,8w9,Amanda Waller,   DC Extended Universe,https://www.personality-database.com/profile_images/3397.png?=undefined
46 / 10  ,ENTJ,8w9,"En Sabah Nur ""Apocalypse""",   X-Men Cinematic Universe (2011-2020),https://www.personality-database.com/profile_images/5666.png?=undefined
45 / 28  ,ENTJ,8w7,Zira,   The Lion King (1994),https://www.personality-database.com/profile_images/14025.png?=undefined
43 / 17  ,ENTJ,3w2,Jimmy Conway,   Goodfellas (1990),https://www.personality-database.com/profile_images/5658.png?=undefined
43 / 13  ,ENTJ,3w2,Oliver Wood,   Harry Potter (franchise),https://www.personality-database.com/profile_images/54491.png?=undefined
40 / 11  ,ENTJ,3w4,Charles Foster Kane,   Citizen Kane (1941),https://www.personality-database.com/profile_images/5770.png?=undefined
40 / 13  ,ENTJ,8w7,Hopper,   A Bug's Life (1998),https://www.personality-database.com/profile_images/5955.png?=undefined
40 / 26  ,ENTJ,6w5,Andrei Sator,   Tenet (2020),https://www.personality-database.com/profile_images/177254.png?=undefined
40 / 8  ,ENTJ,8w7,Will Traynor,   Me Before You (2016),https://www.personality-database.com/profile_images/16681.png?=undefined
40 / 26  ,ENTJ,6w5,Andrei Sator,   Tenet (2020),https://www.personality-database.com/profile_images/177254.png?=undefined
39 / 17  ,ENTJ,3w2,Kevin,   Despicable Me,https://www.personality-database.com/profile_images/30004.png?=undefined
38 / 18  ,ENTJ,3w2,Danny Ocean,   Ocean's Eleven Trilogy,https://www.personality-database.com/profile_images/3604.png?=undefined
37 / 23  ,ENTJ,8w7,Massimo Torricelli,   365 Days (2020),https://www.personality-database.com/profile_images/117357.png?=undefined
35 / 10  ,ENTJ,3w4,Steve Jobs,   Steve Jobs (2015),https://www.personality-database.com/profile_images/102266.png?=undefined
34 / 12  ,ENTJ,3w4,O'Hare,   The Lorax (2012),https://www.personality-database.com/profile_images/10992.png?=undefined
34 / 16  ,ENTJ,8w7,Gordon Gekko,   Wall Street (1987),https://www.personality-database.com/profile_images/35496.png?=undefined
33 / 15  ,ENTJ,8w9,Granny,   Ice Age (Franchise),https://www.personality-database.com/profile_images/45863.png?=undefined
33 / 9  ,ENTJ,7w8,John Milton,   The Devil's Advocate (1997),https://www.personality-database.com/profile_images/17066.png?=undefined
32 / 18  ,ENTJ,8w9,Dieter Hellstrom,   Inglourious Basterds (2009),https://www.personality-database.com/profile_images/40304.png?=undefined
32 / 14  ,ENTJ,3w2,Ted Bundy,"   Extremely Wicked, Shockingly Evil and Vile (2019)",https://www.personality-database.com/profile_images/37764.png?=undefined
32 / 13  ,ENTJ,8w7,Luke Hobbs,   The Fast and the Furious,https://www.personality-database.com/profile_images/4308.png?=undefined
32 / 6  ,ENTJ,3w4,Lucy Stevens,   Pokémon: Detective Pikachu (2019),https://www.personality-database.com/profile_images/35743.png?=undefined
32 / 14  ,ENTJ,6w5,Kyle Reese,   Terminator,https://www.personality-database.com/profile_images/16291.png?=undefined
31 / 11  ,ENTJ,8w9,"Sarah Churchill, Duchess of Marlborough",   The Favourite (2018),https://www.personality-database.com/profile_images/24176.png?=undefined
31 / 12  ,ENTJ,8w7,William Clayton,   Tarzan (1999),https://www.personality-database.com/profile_images/11328.png?=undefined
30 / 7  ,ENTJ,8w7,Immortan Joe,   Mad Max,https://www.personality-database.com/profile_images/29286.png?=undefined
30 / 9  ,ENTJ,8w9,Drago,   How to Train Your Dragon (Franchise),https://www.personality-database.com/profile_images/11145.png?=undefined
30 / 10  ,ENTJ,8w7,High Chancellor Sutler,   V for Vendetta (2005),https://www.personality-database.com/profile_images/1868.png?=undefined
30 / 7  ,ENTJ,8w7,Immortan Joe,   Mad Max,https://www.personality-database.com/profile_images/29286.png?=undefined
29 / 13  ,ENTJ,3w4,Dean Armitage,   Get Out (2017),https://www.personality-database.com/profile_images/10474.png?=undefined
29 / 9  ,ENTJ,8w7,Lyle T. Rourke,   Atlantis: The Lost Empire (2001),https://www.personality-database.com/profile_images/4226.png?=undefined
28 / 15  ,ENTJ,8w7,Marquis Warren,   The Hateful Eight (2015),https://www.personality-database.com/profile_images/30603.png?=undefined
27 / 6  ,ENTJ,8w9,Allegiant General Pryde,   Star Wars,https://www.personality-database.com/profile_images/75791.png?=undefined
27 / 12  ,ENTJ,3w2,Carol Aird,   Carol (2015),https://www.personality-database.com/profile_images/19810.png?=undefined
27 / 7  ,ENTJ,3w4,Light Yagami,   Death Note (2006),https://www.personality-database.com/profile_images/31816.png?=undefined
26 / 6  ,ENTJ,3w4,King Ghidorah,   Godzilla,https://www.personality-database.com/profile_images/37610.png?=undefined
26 / 14  ,ENTJ,3w4,Gerard Lambeau,   Good Will Hunting (1997),https://www.personality-database.com/profile_images/10426.png?=undefined
26 / 6  ,ENTJ,6w7,Arthur,   Monty Python and the Holy Grail (1979),https://www.personality-database.com/profile_images/6964.png?=undefined
25 / 11  ,ENTJ,8w7,Frank Costello,   The Departed (2006),https://www.personality-database.com/profile_images/36675.png?=undefined
25 / 11  ,ENTJ,8w9,"Alan ""Dutch"" Schaefer",   Predator,https://www.personality-database.com/profile_images/23738.png?=undefined
25 / 11  ,ENTJ,3w4,Barkis Bittern,   Corpse Bride (2005),https://www.personality-database.com/profile_images/5597.png?=undefined
24 / 18  ,ENTJ,8w7,Frank Slade,   Scent of a Woman (1992),https://www.personality-database.com/profile_images/27840.png?=undefined
24 / 12  ,ENTJ,8w7,Captain Chantal DuBois,   Madagascar (Franchise),https://www.personality-database.com/profile_images/114343.png?=undefined
23 / 12  ,ENTJ,3w4,King Stephen,   Maleficent (2014),https://www.personality-database.com/profile_images/23204.png?=undefined
23 / 13  ,ENTJ,8w9,Andy / Andromache of Scythia,   The Old Guard (2020),https://www.personality-database.com/profile_images/160527.png?=undefined
23 / 14  ,ENTJ,8w7,Mickey Pearson,   The Gentlemen (2019),https://www.personality-database.com/profile_images/93568.png?=undefined
23 / 16  ,ENTJ,8w7,Jane,   Twilight,https://www.personality-database.com/profile_images/167570.png?=undefined
23 / 8  ,ENTJ,3w2,Ray Kroc,   The Founder (2016),https://www.personality-database.com/profile_images/9774.png?=undefined
23 / 16  ,ENTJ,8w7,Jane,   Twilight,https://www.personality-database.com/profile_images/167570.png?=undefined
22 / 10  ,ENTJ,3w2,Gideon Graves,   Scott Pilgrim vs. the World (2010),https://www.personality-database.com/profile_images/9836.png?=undefined
22 / 12  ,ENTJ,8w7,Alec Trevelyan,   James Bond,https://www.personality-database.com/profile_images/15921.png?=undefined
22 / 3  ,ENTJ,5w6,Chiren,   Alita: Battle Angel (2019),https://www.personality-database.com/profile_images/28296.png?=undefined
22 / 10  ,ENTJ,1w2,Yelana,   Frozen (Franchise),https://www.personality-database.com/profile_images/60238.png?=undefined
21 / 11  ,ENTJ,8w7,Mike,   Sing (2016),https://www.personality-database.com/profile_images/31340.png?=undefined
21 / 5  ,ENTJ,3w2,Walter Donovan,   Indiana Jones,https://www.personality-database.com/profile_images/419.png?=undefined
21 / 8  ,ENTJ,8w9,Capitão Nascimento,   Tropa de Elite,https://www.personality-database.com/profile_images/147129.png?=undefined
21 / 4  ,ENTJ,3w4,Poggle the Lesser,   Star Wars,https://www.personality-database.com/profile_images/35427.png?=undefined
20 / 14  ,ENTJ,3w4,Kathryn Merteuil,   Cruel Intentions (1999),https://www.personality-database.com/profile_images/128159.png?=undefined
20 / 9  ,ENTJ,3w4,Count Fujiwara,   The Handmaiden (2016),https://www.personality-database.com/profile_images/23853.png?=undefined
20 / 9  ,ENTJ,3w2,Adrian Griffin,   The Invisible Man (2020),https://www.personality-database.com/profile_images/104663.png?=undefined
20 / 9  ,ENTJ,6w5,Julie Powers,   Scott Pilgrim vs. the World (2010),https://www.personality-database.com/profile_images/25331.png?=undefined
19 / 8  ,ENTJ,8w7,Bee,   The Babysitter,https://www.personality-database.com/profile_images/184766.png?=undefined
19 / 7  ,ENTJ,8w7,Agamemnon,   Troy (2004),https://www.personality-database.com/profile_images/42857.png?=undefined
19 / 11  ,ENTJ,8w7,Megatron,   Transformers (Bayverse),https://www.personality-database.com/profile_images/71495.png?=undefined
19 / 8  ,ENTJ,8w9,Vladislav,   What We Do in the Shadows (2014),https://www.personality-database.com/profile_images/40308.png?=undefined
19 / 13  ,ENTJ,3w4,Auric Goldfinger,   James Bond,https://www.personality-database.com/profile_images/29490.png?=undefined
19 / 5  ,ENTJ,1w9,Chester King / Arthur,   Kingsman,https://www.personality-database.com/profile_images/32884.png?=undefined
18 / 6  ,ENTJ,8w7,Hugh Alexander,   The Imitation Game (2014),https://www.personality-database.com/profile_images/29459.png?=undefined
18 / 7  ,ENTJ,3w4,Santino D'Antonio,   John Wick,https://www.personality-database.com/profile_images/36206.png?=undefined
18 / 7  ,ENTJ,3w4,Professor Ratigan,   The Great Mouse Detective (1986),https://www.personality-database.com/profile_images/6164.png?=undefined
18 / 1  ,ENTJ,8w7,CLU,"   Tron / Tron: Legacy (1982, 2010)",https://www.personality-database.com/profile_images/887.png?=undefined
18 / 7  ,ENTJ,7w8,Dr. Gonzo,   Fear and Loathing in Las Vegas (1998),https://www.personality-database.com/profile_images/3743.png?=undefined
18 / 6  ,ENTJ,8w7,Hugh Alexander,   The Imitation Game (2014),https://www.personality-database.com/profile_images/29459.png?=undefined
18 / 8  ,ENTJ,8w7,Vincent Hanna,   Heat (1995),https://www.personality-database.com/profile_images/9976.png?=undefined
18 / 8  ,ENTJ,2w1,Artemisia,   300,https://www.personality-database.com/profile_images/43321.png?=undefined
17 / 4  ,ENTJ,3w4,Dmitri Desgoffe-und-Taxis,   The Grand Budapest Hotel (2014),https://www.personality-database.com/profile_images/19783.png?=undefined
17 / 5  ,ENTJ,8w9,Death,   The Seventh Seal (1957),https://www.personality-database.com/profile_images/47693.png?=undefined
17 / 15  ,ENTJ,8w7,Jill Roberts,   Scream movies,https://www.personality-database.com/profile_images/80368.png?=undefined
17 / 8  ,ENTJ,8w7,Angelique Bouchard,   Dark Shadows (2012),https://www.personality-database.com/profile_images/48276.png?=undefined
17 / 7  ,ENTJ,1w2,Scout Master Ward,   Moonrise Kingdom (2012),https://www.personality-database.com/profile_images/46898.png?=undefined
17 / 10  ,ENTJ,8w7,Sebastian Shaw,   X-Men Cinematic Universe (2011-2020),https://www.personality-database.com/profile_images/60324.png?=undefined
16 / 9  ,ENTJ,3w4,April Dibrina,   Feel the Beat (2020),https://www.personality-database.com/profile_images/151105.png?=undefined
16 / 9  ,ENTJ,3w4,Miles Finch,   Elf (2003),https://www.personality-database.com/profile_images/33881.png?=undefined
16 / 7  ,ENTJ,1w9,Ben,   Captain Fantastic (2016),https://www.personality-database.com/profile_images/101370.png?=undefined
16 / 8  ,ENTJ,8w7,Winifred Sanderson,   Hocus Pocus (1993),https://www.personality-database.com/profile_images/24323.png?=undefined
16 / 6  ,ENTJ,3w4,Max,   Once Upon a Time in America (1984),https://www.personality-database.com/profile_images/16783.png?=undefined
16 / 7  ,ENTJ,3w4,Rameses,   The Prince of Egypt (1998),https://www.personality-database.com/profile_images/13624.png?=undefined
16 / 4  ,ENTJ,3w4,Mola Ram,   Indiana Jones,https://www.personality-database.com/profile_images/24942.png?=undefined
16 / 5  ,ENTJ,8w9,Koba,   War for the Planet of the Apes (2017),https://www.personality-database.com/images/profile_transparent.png
16 / 9  ,ENTJ,3w4,April Dibrina,   Feel the Beat (2020),https://www.personality-database.com/profile_images/151105.png?=undefined
15 / 9  ,ENTJ,7w8,"Bruce Wayne ""Batman""",   The Lego Batman Movie (2017),https://www.personality-database.com/profile_images/70838.png?=undefined
15 / 1  ,ENTJ,1w2,Thomas Whitmore,   Independence Day (1996),https://www.personality-database.com/profile_images/2846.png?=undefined
15 / 10  ,ENTJ,3w4,Buddy Kane,   American Beauty (1999),https://www.personality-database.com/profile_images/114805.png?=undefined
15 / 9  ,ENTJ,3w4,Gale Weathers,   Scream movies,https://www.personality-database.com/profile_images/25280.png?=undefined
15 / 7  ,ENTJ,8w7,"King Edward I ""Longshanks""",   Braveheart (1995),https://www.personality-database.com/profile_images/26250.png?=undefined
15 / 6  ,ENTJ,8w7,Octavius,   Night At The Museum (Franchise),https://www.personality-database.com/profile_images/73114.png?=undefined
15 / 6  ,ENTJ,8w7,Mary Jackson,   Hidden Figures (2016),https://www.personality-database.com/images/profile_transparent.png
15 / 6  ,ENTJ,8w7,Queen Ingrith,   Maleficent (2014),https://www.personality-database.com/profile_images/65196.png?=undefined
15 / 9  ,ENTJ,3w4,Gale Weathers,   Scream movies,https://www.personality-database.com/profile_images/25280.png?=undefined
15 / 6  ,ENTJ,8w7,Queen Ingrith,   Maleficent (2014),https://www.personality-database.com/profile_images/65196.png?=undefined
14 / 6  ,ENTJ,8w7,"Damian Wayne ""Robin""",   DC Animated Movie Universe,https://www.personality-database.com/profile_images/137600.png?=undefined
14 / 5  ,ENTJ,3w4,Ravenna,   Snow White and the Huntsman,https://www.personality-database.com/profile_images/115507.png?=undefined
14 / 9  ,ENTJ,8w9,Jackie Brown,   Jackie Brown (1997),https://www.personality-database.com/profile_images/35572.png?=undefined
14 / 9  ,ENTJ,8w7,Dr. Jacques von Hamsterviel,   Lilo & Stitch (2002),https://www.personality-database.com/profile_images/84679.png?=undefined
14 / 8  ,ENTJ,3w4,Lola,   Shark Tale (2004),https://www.personality-database.com/profile_images/28714.png?=undefined
14 / 7  ,ENTJ,3w4,Lou,   UglyDolls,https://www.personality-database.com/profile_images/120826.png?=undefined
14 / 6  ,ENTJ,8w9,"Dr. Xander ""Smolder"" Bravestone",   Jumanji (Reboot),https://www.personality-database.com/profile_images/101339.png?=undefined
14 / 3  ,ENTJ,8w7,Gallaxhar,   Monsters vs. Aliens,https://www.personality-database.com/profile_images/51051.png?=undefined
14 / 6  ,ENTJ,8w9,"Dr. Xander ""Smolder"" Bravestone",   Jumanji (Reboot),https://www.personality-database.com/profile_images/101339.png?=undefined
13 / 6  ,ENTJ,3w4,Queen Narissa,   Enchanted (2007),https://www.personality-database.com/profile_images/35275.png?=undefined
13 / 3  ,ENTJ,8w7,Barron,   Miss Peregrine's Home for Peculiar Children (2016),https://www.personality-database.com/profile_images/19827.png?=undefined
13 / 10  ,ENTJ,8w7,Dr. Pamela Isley / Poison Ivy,   Batman & Robin (1997),https://www.personality-database.com/profile_images/65169.png?=undefined
13 / 6  ,ENTJ,8w7,Alonzo Harris,   Training Day (2001),https://www.personality-database.com/profile_images/34175.png?=undefined
13 / 4  ,ENTJ,3w2,Sun Fac,   Star Wars,https://www.personality-database.com/profile_images/52681.png?=undefined
13 / 6  ,ENTJ,8w7,Edward Fairfax Rochester,   Jane Eyre (2011),https://www.personality-database.com/profile_images/92400.png?=undefined
13 / 5  ,ENTJ,8w9,Nana Noodleman,   Sing (2016),https://www.personality-database.com/profile_images/31348.png?=undefined
13 / 6  ,ENTJ,7w6,Max Shreck,   Batman (1989-1992),https://www.personality-database.com/profile_images/29899.png?=undefined
13 / 9  ,ENTJ,8w7,Snow White,   Shrek (Franchise),https://www.personality-database.com/profile_images/139810.png?=undefined
13 / 4  ,ENTJ,8w7,Jason,   Escape Room (2019),https://www.personality-database.com/profile_images/23767.png?=undefined
13 / 6  ,ENTJ,8w7,Alonzo Harris,   Training Day (2001),https://www.personality-database.com/profile_images/34175.png?=undefined
13 / 3  ,ENTJ,8w7,Barron,   Miss Peregrine's Home for Peculiar Children (2016),https://www.personality-database.com/profile_images/19827.png?=undefined
12 / 6  ,ENTJ,8w9,Jason Lock,   The Matrix Trilogy (The Matrix),https://www.personality-database.com/profile_images/67510.png?=undefined
12 / 5  ,ENTJ,6w5,Tyler Winklevoss,   The Social Network (2010),https://www.personality-database.com/profile_images/109760.png?=undefined
12 / 8  ,ENTJ,3w4,"Jerome Eugene Morrow ""Eugene""",   Gattaca (1997),https://www.personality-database.com/profile_images/31141.png?=undefined
12 / 7  ,ENTJ,8w7,Master Thundering Rhino,   Kung Fu Panda (franchise),https://www.personality-database.com/profile_images/58311.png?=undefined
12 / 3  ,ENTJ,3w4,Rothbart,   The Swan Princess (1994),https://www.personality-database.com/profile_images/54353.png?=undefined
12 / 3  ,ENTJ,1w9,Priya,   Tenet (2020),https://www.personality-database.com/images/profile_transparent.png
12 / 8  ,ENTJ,3w4,Amanda Woods,   The Holiday (2006),https://www.personality-database.com/profile_images/22772.png?=undefined
12 / 7  ,ENTJ,8w7,Master Thundering Rhino,   Kung Fu Panda (franchise),https://www.personality-database.com/profile_images/58311.png?=undefined
12 / 3  ,ENTJ,1w9,Priya,   Tenet (2020),https://www.personality-database.com/images/profile_transparent.png
12 / 3  ,ENTJ,3w4,Rothbart,   The Swan Princess (1994),https://www.personality-database.com/profile_images/54353.png?=undefined
12 / 6  ,ENTJ,8w9,Jason Lock,   The Matrix Trilogy (The Matrix),https://www.personality-database.com/profile_images/67510.png?=undefined
11 / 5  ,ENTJ,8w9,Lorraine Broughton,   Atomic Blonde,https://www.personality-database.com/profile_images/153280.png?=undefined
11 / 4  ,ENTJ,8w9,Melisha Tweedy,   Chicken Run (2000),https://www.personality-database.com/profile_images/38916.png?=undefined
11 / 7  ,ENTJ,8w7,Maxine Lund,   Being John Malkovich (1999),https://www.personality-database.com/profile_images/83947.png?=undefined
11 / 5  ,ENTJ,3w2,Lord Garmadon,   The Lego Movies,https://www.personality-database.com/images/profile_transparent.png
11 / 5  ,ENTJ,6w7,Jack Horner,   Boogie Nights (1997),https://www.personality-database.com/profile_images/18134.png?=undefined
11 / 10  ,ENTJ,6w5,Leah Clearwater,   Twilight,https://www.personality-database.com/profile_images/118029.png?=undefined
11 / 5  ,ENTJ,3w2,Lord Garmadon,   The Lego Movies,https://www.personality-database.com/images/profile_transparent.png
11 / 7  ,ENTJ,8w7,Maxine Lund,   Being John Malkovich (1999),https://www.personality-database.com/profile_images/83947.png?=undefined
11 / 4  ,ENTJ,8w7,Maleficent,   Descendants,https://www.personality-database.com/images/profile_transparent.png
11 / 7  ,ENTJ,3w4,The Fallen,   Transformers (Bayverse),https://www.personality-database.com/profile_images/156104.png?=undefined
11 / 5  ,ENTJ,6w7,Jack Horner,   Boogie Nights (1997),https://www.personality-database.com/profile_images/18134.png?=undefined
11 / 3  ,ENTJ,3w2,Mr. Nobody,   The Fast and the Furious,https://www.personality-database.com/profile_images/32829.png?=undefined
10 / 2  ,ENTJ,,Professor Henry Higgins,   My Fair Lady,https://www.personality-database.com/profile_images/165115.png?=undefined
10 / 5  ,ENTJ,8w9,Miura,   Ip Man,https://www.personality-database.com/profile_images/91073.png?=undefined
10 / 5  ,ENTJ,3w4,"Victor von Doom ""Doctor Doom""",   Fantastic Four (2005),https://www.personality-database.com/profile_images/65479.png?=undefined
10 / 3  ,ENTJ,8w7,Bertrand Zobrist,   Robert Langdon,https://www.personality-database.com/profile_images/4273.png?=undefined
10 / 6  ,ENTJ,3w2,Massie Block,   The Clique,https://www.personality-database.com/profile_images/145184.png?=undefined
10 / 1  ,ENTJ,8w9,Shere Khan,   The Jungle Book (2016),https://www.personality-database.com/images/profile_transparent.png
10 / 5  ,ENTJ,8w9,Miura,   Ip Man,https://www.personality-database.com/profile_images/91073.png?=undefined
10 / 2  ,ENTJ,3w4,Derek Huff,   Step Brothers (2008),https://www.personality-database.com/profile_images/81621.png?=undefined
10 / 6  ,ENTJ,3w4,Elliot Carver,   James Bond,https://www.personality-database.com/profile_images/31498.png?=undefined
10 / 5  ,XXXX,4w3,Queen Watevra Wa'Nabi,   The Lego Movies,https://www.personality-database.com/profile_images/45198.png?=undefined
10 / 1  ,ENTJ,8w9,Bill Sykes,   Oliver & Company (1988),https://www.personality-database.com/profile_images/13883.png?=undefined
10 / 6  ,ENTJ,8w7,Adrian Forrester,   The Crush (1993),https://www.personality-database.com/profile_images/179363.png?=undefined
10 / 5  ,ENTJ,3w4,"Victor von Doom ""Doctor Doom""",   Fantastic Four (2005),https://www.personality-database.com/profile_images/65479.png?=undefined
10 / 3  ,ENTJ,8w7,Bertrand Zobrist,   Robert Langdon,https://www.personality-database.com/profile_images/4273.png?=undefined
9 / 4  ,ENTJ,3w4,"Michael ""Mike"" Wazowski (Monsters University)",   Monsters University (2013),https://www.personality-database.com/profile_images/210772.png?=undefined
9 / 3  ,ENTJ,3w4,Julian,   Children of Men (2006),https://www.personality-database.com/profile_images/23842.png?=undefined
9 / 4  ,XXXX,3w2,Natalya Simonova,   James Bond,https://www.personality-database.com/profile_images/50167.png?=undefined
9 / 5  ,ENTJ,8w7,Emilio Largo,   James Bond,https://www.personality-database.com/profile_images/31501.png?=undefined
9 / 4  ,ENTJ,3w4,Don Rafael Montero,   The Mask of Zorro (1998),https://www.personality-database.com/profile_images/41609.png?=undefined
9 / 5  ,ENTJ,9w8,Skynet,   Terminator,https://www.personality-database.com/profile_images/33488.png?=undefined
9 / 3  ,ENTJ,3w4,Yuri Orlov,   Lord of War (2005),https://www.personality-database.com/profile_images/47593.png?=undefined
9 / 3  ,ENTJ,1w9,Harvey Dent,   Batman (1989-1992),https://www.personality-database.com/profile_images/29557.png?=undefined
9 / 1  ,ENTJ,3w4,Frank Cross,   Scrooged (1988),https://www.personality-database.com/images/profile_transparent.png
9 / 3  ,ENTJ,8w7,Sid Garner,   The Hangover Trilogy,https://www.personality-database.com/profile_images/27556.png?=undefined
9 / 6  ,ENTJ,3w4,Jerry Maguire,   Jerry Maguire (1996),https://www.personality-database.com/profile_images/19518.png?=undefined
9 / 3  ,ENTJ,3w4,Yuri Orlov,   Lord of War (2005),https://www.personality-database.com/profile_images/47593.png?=undefined
9 / 2  ,ENTJ,3w4,Steele,   Balto (1995),https://www.personality-database.com/profile_images/99059.png?=undefined
9 / 6  ,ENTJ,2w3,Philip Sherman,   Finding Nemo (Franchise),https://www.personality-database.com/profile_images/72296.png?=undefined
9 / 3  ,ENTJ,8w7,Sid Garner,   The Hangover Trilogy,https://www.personality-database.com/profile_images/27556.png?=undefined
9 / 5  ,ENTJ,9w8,Skynet,   Terminator,https://www.personality-database.com/profile_images/33488.png?=undefined
9 / 1  ,ENTJ,3w4,Frank Cross,   Scrooged (1988),https://www.personality-database.com/images/profile_transparent.png
9 / 4  ,ENTJ,3w2,Charlotte Field,   Long Shot (2019),https://www.personality-database.com/profile_images/52354.png?=undefined
8 / 1  ,ENTJ,8w7,Witch,   Into the Woods (2014),https://www.personality-database.com/profile_images/28519.png?=undefined
8 / 5  ,ENTJ,6w5,Antiope,   DC Extended Universe,https://www.personality-database.com/profile_images/143216.png?=undefined
